id,quote,value,time
0,EURUSD,1.0999,10:14:25
0,EURJPY,129.7246,10:14:28
0,EURCHF,1.0321,10:14:33
0,EURAUD,1.5296,10:14:36
0,BTCEUR,"35,127.28",10:14:40
0,USDCAD,1.2863,10:14:43
0,USDCHF,0.9385,10:14:47
0,USDAUD,1.3909,10:14:50
0,USDJPY,117.9695,10:14:54
0,BTCUSD,"38,637.50",10:14:57
0,INXINDEXSP,"4,173.11",10:15:00
0,DJIINDEXDJX,"32,945.24",10:15:04
0,GBPUSD,1.3037,10:15:08
0,GBPEUR,1.1853,10:15:11
0,GBPCAD,1.6770,10:15:15
0,GBPAUD,1.8134,10:15:19
0,GBPCHF,1.2242,10:15:22
0,BTCGBP,"29,687.93",10:15:26
0,EURUSD,1.0997,10:15:29
0,EURJPY,129.7225,10:15:33
0,EURCHF,1.0325,10:15:36
0,EURAUD,1.5295,10:15:39
0,BTCEUR,"35,198.28",10:15:44
0,USDCAD,1.2863,10:15:48
0,USDCHF,0.9389,10:15:52
0,USDAUD,1.3909,10:15:55
0,USDJPY,117.9695,10:15:58
0,BTCUSD,"38,705.80",10:16:02
0,INXINDEXSP,"4,173.11",10:16:05
0,DJIINDEXDJX,"32,945.24",10:16:09
0,GBPUSD,1.3037,10:16:13
0,GBPEUR,1.1856,10:16:16
0,GBPCAD,1.6768,10:16:19
0,GBPAUD,1.8134,10:16:23
0,GBPCHF,1.2242,10:16:27
0,BTCGBP,"29,687.16",10:16:30
0,EURUSD,1.0997,10:16:34
0,EURJPY,129.7351,10:16:37
0,EURCHF,1.0326,10:16:40
0,EURAUD,1.5296,10:16:44
0,BTCEUR,"35,198.28",10:16:47
0,USDCAD,1.2861,10:16:51
0,USDCHF,0.9389,10:16:54
0,USDAUD,1.3906,10:16:58
0,USDJPY,117.9740,10:17:01
0,BTCUSD,"38,705.80",10:17:05
0,INXINDEXSP,"4,173.11",10:17:08
0,DJIINDEXDJX,"32,945.24",10:17:12
0,GBPUSD,1.3038,10:17:16
0,GBPEUR,1.1857,10:17:19
0,GBPCAD,1.6770,10:17:23
0,GBPAUD,1.8134,10:17:26
0,GBPCHF,1.2242,10:17:29
0,BTCGBP,"29,685.99",10:17:33
0,EURUSD,1.0997,10:17:37
0,EURJPY,129.7235,10:17:40
0,EURCHF,1.0325,10:17:44
0,EURAUD,1.5295,10:17:48
0,BTCEUR,"35,195.18",10:17:51
0,USDCAD,1.2861,10:17:55
0,USDCHF,0.9388,10:17:59
0,USDAUD,1.3906,10:18:03
0,USDJPY,117.9740,10:18:07
0,BTCUSD,"38,705.80",10:18:10
0,INXINDEXSP,"4,173.11",10:18:14
0,DJIINDEXDJX,"32,945.24",10:18:17
0,GBPUSD,1.3039,10:18:21
0,GBPEUR,1.1856,10:18:25
0,GBPCAD,1.6771,10:18:29
0,GBPAUD,1.8136,10:18:33
0,GBPCHF,1.2241,10:18:36
0,BTCGBP,"29,685.99",10:18:39
0,EURUSD,1.0996,10:18:43
0,EURJPY,129.7046,10:18:47
0,EURCHF,1.0323,10:18:50
0,EURAUD,1.5291,10:18:54
0,BTCEUR,"35,195.18",10:18:58
0,USDCAD,1.2863,10:19:01
0,USDCHF,0.9388,10:19:05
0,USDAUD,1.3910,10:19:08
0,USDJPY,117.9610,10:19:11
0,BTCUSD,"38,705.80",10:19:15
0,INXINDEXSP,"4,173.11",10:19:18
0,DJIINDEXDJX,"32,945.24",10:19:22
0,GBPUSD,1.3038,10:19:26
0,GBPEUR,1.1856,10:19:29
0,GBPCAD,1.6771,10:19:33
0,GBPAUD,1.8141,10:19:36
0,GBPCHF,1.2241,10:19:39
0,BTCGBP,"29,687.16",10:19:43
0,EURUSD,1.0996,10:19:46
0,EURJPY,129.7315,10:19:50
0,EURCHF,1.0324,10:19:54
0,EURAUD,1.5301,10:19:57
0,BTCEUR,"35,197.51",10:20:00
0,USDCAD,1.2863,10:20:04
0,USDCHF,0.9389,10:20:08
0,USDAUD,1.3910,10:20:11
0,USDJPY,117.9580,10:20:15
0,BTCUSD,"38,705.80",10:20:19
0,INXINDEXSP,"4,173.11",10:20:23
0,DJIINDEXDJX,"32,945.24",10:20:27
0,GBPUSD,1.3038,10:20:30
0,GBPEUR,1.1856,10:20:35
0,GBPCAD,1.6769,10:20:38
0,GBPAUD,1.8139,10:20:42
0,GBPCHF,1.2241,10:20:45
0,BTCGBP,"29,607.85",10:20:49
0,EURUSD,1.0997,10:20:52
0,EURJPY,129.7208,10:20:56
